national_inv,in_transit_qty,forecast_3_month,forecast_6_month,forecast_9_month,sales_1_month,sales_3_month,sales_6_month,sales_9_month,min_bank,potential_issue,pieces_past_due,perf_6_month_avg,perf_12_month_avg,local_bo_qty,deck_risk,oe_constraint,ppap_risk,stop_auto_buy,rev_stop,went_on_backorder
10.0,0.0,197.0,354.0,465.0,14.0,28.0,28.0,28.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-44.0,41.0,1744.0,2800.0,4488.0,450.0,1687.0,3007.0,3906.0,448.0,0.0,88.0,0.93,0.94,46.0,0.0,0.0,0.0,1.0,0.0,1.0
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.78,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10.0,1.0,195.0,269.0,356.0,38.0,144.0,216.0,216.0,46.0,0.0,24.0,0.37,0.4,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.0,0.0,24.0,56.0,72.0,12.0,27.0,52.0,67.0,9.0,0.0,0.0,0.51,0.45,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3.0,0.0,9.0,14.0,19.0,2.0,9.0,12.0,23.0,0.0,0.0,0.0,0.79,0.84,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1.0,0.0,41.0,71.0,106.0,9.0,33.0,55.0,79.0,9.0,0.0,0.0,0.66,0.66,0.0,0.0,0.0,0.0,1.0,0.0,1.0
345.0,286.0,0.0,0.0,0.0,22.0,71.0,146.0,220.0,29.0,0.0,0.0,0.99,0.99,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,20.0,20.0,30.0,5.0,16.0,33.0,47.0,0.0,0.0,0.0,0.8,0.82,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1.0,0.0,20.0,40.0,60.0,3.0,17.0,35.0,51.0,0.0,0.0,0.0,0.99,0.94,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.82,0.0,0.0,0.0,0.0,1.0,0.0,0.0
87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.99,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5.0,5.0,71.0,111.0,131.0,7.0,42.0,79.0,125.0,31.0,0.0,0.0,0.58,0.57,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2.0,0.0,6.0,15.0,24.0,2.0,8.0,14.0,17.0,0.0,0.0,0.0,0.99,0.99,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.0,0.0,19.0,28.0,46.0,3.0,8.0,17.0,28.0,0.0,0.0,0.0,0.17,0.33,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.69,0.68,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.0,0.0,6.0,9.0,12.0,0.0,4.0,6.0,7.0,2.0,0.0,0.0,0.89,0.9,0.0,0.0,0.0,0.0,1.0,0.0,1.0
133.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,1.0,0.0,0.0,-99.0,-99.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,26.0,58.0,74.0,4.0,14.0,25.0,36.0,0.0,0.0,0.0,0.99,0.99,0.0,0.0,0.0,0.0,1.0,0.0,1.0
20.0,0.0,0.0,4.0,12.0,1.0,6.0,18.0,25.0,4.0,0.0,0.0,0.91,0.74,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.89,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6.0,0.0,19.0,19.0,30.0,4.0,15.0,32.0,61.0,0.0,0.0,18.0,0.18,0.31,0.0,0.0,0.0,0.0,1.0,0.0,1.0
11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.99,0.96,0.0,0.0,0.0,1.0,1.0,0.0,1.0
6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,1.0,0.0,0.0,0.42,0.36,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9.0,0.0,0.0,0.0,4.0,1.0,3.0,10.0,15.0,0.0,0.0,0.0,0.78,0.78,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-3.0,0.0,173.0,173.0,173.0,69.0,155.0,177.0,199.0,27.0,0.0,0.0,1.0,0.97,3.0,0.0,0.0,0.0,1.0,0.0,1.0
0.0,0.0,18.0,34.0,42.0,4.0,10.0,26.0,38.0,0.0,0.0,0.0,0.93,0.78,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1568.0,7.0,0.0,0.0,0.0,18.0,85.0,233.0,335.0,38.0,0.0,0.0,1.0,0.99,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.87,0.0,0.0,0.0,0.0,1.0,0.0,0.0
13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.48,0.48,0.0,1.0,0.0,0.0,1.0,0.0,0.0
4.0,2.0,8.0,18.0,26.0,2.0,8.0,16.0,23.0,0.0,0.0,0.0,0.83,0.81,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,17.0,25.0,25.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.33,0.64,4.0,0.0,0.0,0.0,1.0,0.0,1.0
1.0,0.0,8.0,12.0,16.0,8.0,11.0,22.0,23.0,0.0,0.0,0.0,0.82,0.83,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.9,0.93,0.0,1.0,0.0,1.0,1.0,0.0,1.0
100.0,9.0,0.0,0.0,0.0,7.0,17.0,43.0,71.0,36.0,0.0,0.0,0.83,0.85,0.0,0.0,0.0,0.0,1.0,0.0,0.0
102.0,0.0,122.0,330.0,450.0,26.0,82.0,210.0,407.0,0.0,0.0,0.0,0.71,0.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,32.0,48.0,80.0,9.0,22.0,40.0,48.0,2.0,0.0,0.0,0.99,0.99,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.0,0.0,6.0,6.0,6.0,3.0,3.0,3.0,3.0,1.0,0.0,0.0,0.42,0.36,3.0,0.0,0.0,0.0,1.0,0.0,1.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.85,0.9,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,28.0,35.0,56.0,6.0,16.0,26.0,38.0,3.0,0.0,0.0,0.98,0.97,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.0,0.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.17,0.0,1.0,0.0,0.0,1.0,0.0,1.0
33.0,0.0,140.0,220.0,280.0,26.0,91.0,166.0,258.0,58.0,0.0,20.0,0.61,0.57,0.0,0.0,0.0,1.0,1.0,0.0,1.0
140.0,0.0,0.0,0.0,0.0,0.0,8.0,19.0,28.0,3.0,0.0,0.0,1.0,0.99,0.0,0.0,0.0,0.0,1.0,0.0,0.0
75.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.94,0.0,0.0,0.0,0.0,1.0,0.0,0.0
22.0,0.0,25.0,50.0,50.0,3.0,21.0,48.0,81.0,16.0,0.0,0.0,0.98,0.93,0.0,0.0,0.0,0.0,1.0,0.0,0.0
18.0,0.0,28.0,60.0,76.0,1.0,23.0,47.0,66.0,19.0,0.0,0.0,0.78,0.78,0.0,1.0,0.0,1.0,0.0,0.0,1.0
85.0,0.0,8.0,16.0,32.0,12.0,25.0,55.0,104.0,29.0,0.0,0.0,1.0,0.99,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,15.0,15.0,27.0,1.0,12.0,17.0,21.0,5.0,0.0,0.0,0.73,0.79,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,1.0,0.99,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-3.0,0.0,17.0,22.0,29.0,0.0,6.0,16.0,21.0,5.0,0.0,0.0,0.76,0.73,3.0,0.0,0.0,0.0,1.0,0.0,1.0
29.0,0.0,0.0,60.0,60.0,9.0,17.0,32.0,51.0,0.0,0.0,0.0,0.99,0.98,0.0,0.0,0.0,0.0,1.0,0.0,0.0
19.0,0.0,18.0,18.0,36.0,5.0,7.0,11.0,12.0,0.0,0.0,0.0,0.97,0.98,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,53.0,53.0,53.0,0.0,2.0,5.0,5.0,0.0,0.0,0.0,0.5,0.52,0.0,1.0,0.0,0.0,1.0,0.0,0.0
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.78,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.73,0.86,0.0,1.0,0.0,0.0,1.0,0.0,1.0
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.79,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.8,0.83,0.0,0.0,0.0,0.0,1.0,0.0,1.0
16.0,1.0,0.0,6.0,6.0,3.0,11.0,23.0,33.0,0.0,0.0,0.0,0.73,0.78,0.0,0.0,0.0,0.0,1.0,0.0,0.0
245.0,1.0,0.0,0.0,0.0,13.0,53.0,104.0,189.0,29.0,0.0,0.0,1.0,0.99,0.0,0.0,0.0,1.0,1.0,0.0,0.0
6.0,0.0,2.0,3.0,4.0,1.0,3.0,3.0,5.0,1.0,0.0,0.0,0.95,0.96,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1.0,0.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,0.0,0.0,0.0,0.98,0.99,0.0,0.0,0.0,0.0,1.0,0.0,0.0
33.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,15.0,9.0,0.0,0.0,0.79,0.79,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3.0,0.0,1032.0,1752.0,2592.0,254.0,824.0,1576.0,2171.0,224.0,0.0,96.0,0.82,0.79,19.0,0.0,0.0,0.0,1.0,0.0,1.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.78,0.0,0.0,0.0,0.0,1.0,0.0,0.0
12.0,0.0,0.0,0.0,0.0,2.0,10.0,12.0,12.0,0.0,0.0,0.0,0.75,0.74,0.0,1.0,0.0,0.0,1.0,0.0,1.0
1140.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.73,0.78,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.73,0.69,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7.0,2.0,498.0,840.0,966.0,34.0,130.0,362.0,578.0,0.0,0.0,45.0,0.97,0.94,0.0,0.0,0.0,0.0,1.0,0.0,1.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.93,0.95,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,58.0,58.0,58.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.76,0.77,0.0,1.0,0.0,1.0,1.0,0.0,1.0
2.0,0.0,0.0,1.0,2.0,2.0,2.0,7.0,9.0,0.0,0.0,0.0,0.99,0.98,0.0,0.0,0.0,0.0,1.0,0.0,1.0
9.0,0.0,0.0,0.0,10.0,6.0,20.0,24.0,24.0,0.0,0.0,0.0,0.99,0.99,0.0,1.0,0.0,0.0,1.0,0.0,0.0
32.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,10.0,0.0,0.0,0.0,0.88,0.92,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,2.0,3.0,4.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.41,0.46,0.0,0.0,0.0,0.0,1.0,0.0,1.0
21.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
38.0,0.0,0.0,0.0,0.0,1.0,4.0,9.0,19.0,0.0,0.0,0.0,0.85,0.78,0.0,1.0,0.0,0.0,1.0,0.0,0.0
13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.99,0.99,0.0,0.0,0.0,0.0,1.0,0.0,0.0
339.0,81.0,336.0,585.0,917.0,88.0,272.0,1018.0,1545.0,112.0,0.0,0.0,0.99,0.98,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-101.0,0.0,317.0,317.0,317.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.25,101.0,0.0,0.0,0.0,1.0,0.0,1.0
4.0,0.0,4.0,8.0,12.0,2.0,3.0,7.0,10.0,0.0,0.0,0.0,0.99,0.99,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,16.0,16.0,16.0,2.0,5.0,11.0,16.0,2.0,0.0,0.0,0.05,0.41,0.0,0.0,0.0,0.0,1.0,0.0,1.0
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,0.0,0.0,0.0,-99.0,-99.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,8.0,11.0,14.0,0.0,2.0,6.0,10.0,0.0,0.0,0.0,0.78,0.78,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.0,0.0,19.0,19.0,19.0,1.0,13.0,31.0,45.0,0.0,0.0,0.0,0.78,0.86,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3.0,0.0,6.0,11.0,15.0,3.0,10.0,25.0,38.0,0.0,0.0,0.0,0.94,0.88,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2.0,0.0,1.0,2.0,4.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.63,0.72,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.0,2.0,0.0,1.0,2.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.94,0.9,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-1.0,0.0,15.0,31.0,39.0,5.0,11.0,13.0,17.0,2.0,0.0,0.0,0.94,0.95,1.0,0.0,0.0,0.0,1.0,0.0,1.0
97.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.36,0.0,1.0,0.0,0.0,0.0,0.0,0.0
195.0,0.0,0.0,0.0,0.0,3.0,8.0,12.0,29.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,0.0,21.0,48.0,72.0,6.0,21.0,49.0,80.0,9.0,0.0,0.0,0.97,0.98,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.97,0.0,0.0,0.0,0.0,1.0,0.0,0.0
27.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.77,0.81,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,3.0,3.0,3.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.78,0.78,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-51.0,0.0,1174.0,1220.0,1220.0,21.0,339.0,456.0,565.0,80.0,0.0,0.0,0.91,0.93,51.0,0.0,0.0,0.0,1.0,0.0,1.0
28.0,0.0,21.0,42.0,63.0,5.0,15.0,27.0,37.0,14.0,0.0,0.0,0.97,0.96,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.14,0.32,0.0,0.0,0.0,0.0,1.0,0.0,1.0
13.0,0.0,0.0,4.0,12.0,2.0,7.0,17.0,62.0,3.0,0.0,0.0,0.95,0.95,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3.0,0.0,20.0,30.0,40.0,5.0,8.0,17.0,31.0,0.0,0.0,0.0,0.98,0.95,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8.0,0.0,30.0,46.0,62.0,4.0,22.0,30.0,47.0,0.0,0.0,0.0,0.78,0.78,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-1.0,0.0,19.0,33.0,40.0,7.0,21.0,37.0,52.0,8.0,0.0,0.0,0.96,0.92,1.0,0.0,0.0,0.0,1.0,0.0,1.0
2.0,0.0,29.0,43.0,57.0,3.0,16.0,30.0,50.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.82,0.0,0.0,0.0,1.0,1.0,0.0,0.0
34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.73,0.79,0.0,0.0,0.0,0.0,1.0,0.0,0.0
20.0,0.0,0.0,0.0,67.0,0.0,4.0,11.0,17.0,1.0,0.0,0.0,1.0,0.66,0.0,0.0,0.0,0.0,1.0,0.0,0.0
77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.95,0.79,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,30.0,40.0,40.0,11.0,11.0,11.0,21.0,0.0,0.0,0.0,0.85,0.82,0.0,0.0,0.0,0.0,1.0,0.0,1.0
11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.91,0.86,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2.0,0.0,6.0,12.0,16.0,1.0,5.0,10.0,12.0,1.0,0.0,0.0,0.92,0.96,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1010.0,0.0,0.0,0.0,0.0,1.0,21.0,104.0,135.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.36,0.0,1.0,0.0,1.0,1.0,0.0,1.0
0.0,8.0,26.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99.0,-99.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
22.0,10.0,618.0,978.0,1410.0,106.0,347.0,537.0,758.0,95.0,0.0,0.0,0.41,0.46,0.0,0.0,0.0,1.0,1.0,0.0,1.0
21.0,14.0,248.0,403.0,564.0,84.0,186.0,288.0,353.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,10.0,20.0,25.0,2.0,7.0,11.0,16.0,7.0,0.0,0.0,0.97,0.98,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1504.0,392.0,1750.0,4088.0,6454.0,466.0,1749.0,4189.0,6797.0,425.0,1.0,0.0,0.94,0.89,0.0,0.0,0.0,0.0,1.0,0.0,0.0
49.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,6.0,0.0,0.0,0.0,0.73,0.78,0.0,0.0,0.0,0.0,1.0,0.0,0.0
89.0,0.0,72.0,168.0,264.0,20.0,56.0,132.0,139.0,35.0,0.0,0.0,0.88,0.94,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-4.0,0.0,173.0,173.0,173.0,37.0,155.0,175.0,198.0,40.0,0.0,0.0,1.0,0.98,4.0,0.0,0.0,0.0,1.0,0.0,1.0
0.0,0.0,6.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.89,0.9,0.0,1.0,0.0,0.0,1.0,0.0,1.0
-5.0,0.0,25.0,37.0,37.0,19.0,21.0,21.0,21.0,6.0,0.0,0.0,0.96,0.96,5.0,1.0,0.0,0.0,1.0,0.0,1.0
0.0,0.0,3.0,4.0,6.0,0.0,0.0,3.0,7.0,2.0,0.0,0.0,0.84,0.77,0.0,0.0,0.0,1.0,1.0,0.0,1.0
3.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.51,0.75,0.0,0.0,0.0,0.0,1.0,0.0,1.0
13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.99,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.0,4.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.83,0.83,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.97,0.0,0.0,0.0,0.0,1.0,0.0,0.0
403.0,0.0,0.0,0.0,250.0,115.0,234.0,348.0,576.0,33.0,0.0,0.0,0.91,0.95,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4.0,0.0,7.0,14.0,21.0,5.0,7.0,18.0,31.0,0.0,0.0,0.0,0.98,0.95,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2.0,0.0,6.0,12.0,18.0,1.0,10.0,15.0,20.0,0.0,0.0,0.0,0.99,0.98,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2.0,0.0,9.0,16.0,20.0,0.0,4.0,9.0,15.0,0.0,0.0,8.0,0.66,0.69,0.0,0.0,0.0,0.0,1.0,0.0,1.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-99.0,-99.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.95,0.97,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.91,0.0,0.0,0.0,0.0,1.0,0.0,1.0
4.0,0.0,31.0,48.0,65.0,11.0,24.0,34.0,44.0,3.0,0.0,0.0,0.85,0.76,0.0,0.0,0.0,0.0,1.0,0.0,1.0
12.0,0.0,100.0,200.0,200.0,11.0,48.0,105.0,147.0,22.0,0.0,0.0,0.66,0.74,0.0,1.0,0.0,1.0,0.0,0.0,0.0
13.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.99,0.98,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-30.0,0.0,360.0,360.0,540.0,0.0,110.0,398.0,773.0,125.0,0.0,0.0,0.15,0.15,30.0,0.0,0.0,0.0,1.0,0.0,1.0
1.0,0.0,2.0,4.0,5.0,1.0,3.0,3.0,5.0,0.0,0.0,0.0,0.85,0.56,0.0,0.0,0.0,0.0,1.0,0.0,1.0
130.0,0.0,0.0,0.0,0.0,3.0,7.0,15.0,31.0,2.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0
12.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,26.0,3.0,0.0,0.0,0.66,0.69,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.0,0.0,9.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.66,0.0,1.0,0.0,0.0,1.0,0.0,1.0
3.0,0.0,6.0,6.0,6.0,6.0,15.0,15.0,15.0,0.0,0.0,1.0,0.52,0.41,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99.0,-99.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
6.0,3.0,120.0,206.0,288.0,28.0,88.0,182.0,258.0,19.0,0.0,7.0,0.82,0.79,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3.0,0.0,132.0,228.0,336.0,18.0,48.0,61.0,63.0,0.0,0.0,0.0,0.9,0.91,0.0,1.0,0.0,0.0,1.0,0.0,1.0
3416.0,0.0,0.0,0.0,0.0,13.0,19.0,21.0,23.0,30.0,0.0,0.0,0.98,0.91,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.78,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,7.0,17.0,23.0,26.0,3.0,0.0,0.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,0.7,0.66,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,8.0,2.0,0.0,0.0,0.7,0.66,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6.0,0.0,23.0,35.0,59.0,15.0,38.0,60.0,76.0,6.0,0.0,0.0,0.97,0.97,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1.0,0.0,6.0,6.0,6.0,1.0,4.0,11.0,13.0,2.0,0.0,0.0,0.7,0.78,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,3266.0,5202.0,6082.0,1.0,3.0,10.0,10.0,454.0,0.0,0.0,0.97,0.98,0.0,1.0,0.0,1.0,0.0,0.0,1.0
79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.94,0.74,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,34.0,34.0,34.0,10.0,18.0,22.0,28.0,0.0,0.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
122.0,21.0,274.0,549.0,846.0,50.0,198.0,366.0,466.0,79.0,0.0,1.0,0.15,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.49,0.62,0.0,1.0,0.0,0.0,1.0,0.0,1.0
2.0,0.0,19.0,28.0,46.0,2.0,8.0,16.0,26.0,0.0,0.0,0.0,0.17,0.33,0.0,0.0,0.0,0.0,1.0,0.0,1.0
11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.76,0.0,1.0,0.0,0.0,1.0,0.0,0.0
41.0,1.0,18.0,18.0,54.0,7.0,15.0,25.0,51.0,18.0,0.0,0.0,0.97,0.95,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,48.0,71.0,71.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,0.68,0.69,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1.0,0.0,1.0,3.0,4.0,2.0,3.0,5.0,5.0,1.0,0.0,0.0,1.0,0.99,0.0,0.0,0.0,0.0,1.0,0.0,1.0
